cohort_rows,distinct_unit_stays,distinct_patients,hospitals,events,nonevents,event_rate,duplicate_patient_rows,missing_reference_creatinine,stage23_present_at_landmark,strict_chronic_dialysis_rows,non_rank1_rows
58491,58491,58491,198,3032,55459,0.05183703475748406,0,0,0,0,0
