source_predictor,variable_type,overall_missingness,outer1_training_missingness,indicator_generated_outer1,survived_step2_outer1,outer2_training_missingness,indicator_generated_outer2,survived_step2_outer2,outer3_training_missingness,indicator_generated_outer3,survived_step2_outer3,outer4_training_missingness,indicator_generated_outer4,survived_step2_outer4,outer5_training_missingness,indicator_generated_outer5,survived_step2_outer5,indicator_generated_any_fold,indicator_generated_all_folds,transformed_indicator_feature
x_vital_heart_rate_max,numeric,0.015352789318014738,0.016302373779458583,True,True,0.008034188034188034,True,True,0.01715324564217731,True,True,0.01771253979445762,True,True,0.017562976732260753,True,True,True,True,missingindicator_x_vital_heart_rate_max
x_vital_heart_rate_mean,numeric,0.015352789318014738,0.016302373779458583,True,True,0.008034188034188034,True,True,0.01715324564217731,True,True,0.01771253979445762,True,True,0.017562976732260753,True,True,True,True,missingindicator_x_vital_heart_rate_mean
x_vital_heart_rate_sd,numeric,0.015472465849446924,0.01640920453817063,True,True,0.008162393162393162,True,True,0.017302962250026734,True,True,0.01784073670491208,True,True,0.01764844133923039,True,True,True,True,missingindicator_x_vital_heart_rate_sd
x_vital_heart_rate_n,numeric,0.015352789318014738,0.016302373779458583,True,True,0.008034188034188034,True,True,0.01715324564217731,True,True,0.01771253979445762,True,True,0.017562976732260753,True,True,True,True,missingindicator_x_vital_heart_rate_n
x_vital_sao2_first,numeric,0.024858525243199807,0.02482746832468004,True,True,0.017136752136752136,True,True,0.02731258688910277,True,True,0.027177745016345106,True,True,0.027840095720359805,True,True,True,True,missingindicator_x_vital_sao2_first
x_vital_sao2_last,numeric,0.024858525243199807,0.02482746832468004,True,True,0.017136752136752136,True,True,0.02731258688910277,True,True,0.027177745016345106,True,True,0.027840095720359805,True,True,True,True,missingindicator_x_vital_sao2_last
x_vital_sao2_min,numeric,0.024858525243199807,0.02482746832468004,True,True,0.017136752136752136,True,True,0.02731258688910277,True,True,0.027177745016345106,True,True,0.027840095720359805,True,True,True,True,missingindicator_x_vital_sao2_min
x_vital_sao2_max,numeric,0.024858525243199807,0.02482746832468004,True,True,0.017136752136752136,True,True,0.02731258688910277,True,True,0.027177745016345106,True,True,0.027840095720359805,True,True,True,True,missingindicator_x_vital_sao2_max
x_vital_sao2_mean,numeric,0.024858525243199807,0.02482746832468004,True,True,0.017136752136752136,True,True,0.02731258688910277,True,True,0.027177745016345106,True,True,0.027840095720359805,True,True,True,True,missingindicator_x_vital_sao2_mean
x_vital_sao2_sd,numeric,0.02576464755261493,0.02559664978740679,True,True,0.01797008547008547,True,True,0.02829643888354187,True,True,0.028096489541268723,True,True,0.02886567100399547,True,True,True,True,missingindicator_x_vital_sao2_sd
x_vital_sao2_n,numeric,0.024858525243199807,0.02482746832468004,True,True,0.017136752136752136,True,True,0.02731258688910277,True,True,0.027177745016345106,True,True,0.027840095720359805,True,True,True,True,missingindicator_x_vital_sao2_n
x_vital_respiratory_rate_first,numeric,0.08864611649655503,0.08802854517872787,True,True,0.08762820512820513,True,True,0.0848251523901187,True,True,0.09563489519902571,True,True,0.08710980065380425,True,True,True,True,missingindicator_x_vital_respiratory_rate_first
x_vital_respiratory_rate_last,numeric,0.08864611649655503,0.08802854517872787,True,True,0.08762820512820513,True,True,0.0848251523901187,True,True,0.09563489519902571,True,True,0.08710980065380425,True,True,True,True,missingindicator_x_vital_respiratory_rate_last
x_vital_respiratory_rate_min,numeric,0.08864611649655503,0.08802854517872787,True,True,0.08762820512820513,True,True,0.0848251523901187,True,True,0.09563489519902571,True,True,0.08710980065380425,True,True,True,True,missingindicator_x_vital_respiratory_rate_min
x_vital_respiratory_rate_max,numeric,0.08864611649655503,0.08802854517872787,True,True,0.08762820512820513,True,True,0.0848251523901187,True,True,0.09563489519902571,True,True,0.08710980065380425,True,True,True,True,missingindicator_x_vital_respiratory_rate_max
x_vital_respiratory_rate_mean,numeric,0.08864611649655503,0.08802854517872787,True,True,0.08762820512820513,True,True,0.0848251523901187,True,True,0.09563489519902571,True,True,0.08710980065380425,True,True,True,True,missingindicator_x_vital_respiratory_rate_mean
x_vital_respiratory_rate_sd,numeric,0.08963772204270742,0.08884045894493943,True,True,0.08852564102564102,True,True,0.08591594481873596,True,True,0.09676730124137342,True,True,0.0881353759374399,True,True,True,True,missingindicator_x_vital_respiratory_rate_sd
x_vital_respiratory_rate_n,numeric,0.08864611649655503,0.08802854517872787,True,True,0.08762820512820513,True,True,0.0848251523901187,True,True,0.09563489519902571,True,True,0.08710980065380425,True,True,True,True,missingindicator_x_vital_respiratory_rate_n
x_vital_noninvasive_systolic_bp_first,numeric,0.05773537809235609,0.05980385872700468,True,True,0.043098290598290595,True,True,0.06035718105015506,True,True,0.06783753178215071,True,True,0.057581778945794075,True,True,True,True,missingindicator_x_vital_noninvasive_systolic_bp_first
x_vital_noninvasive_systolic_bp_last,numeric,0.05773537809235609,0.05980385872700468,True,True,0.043098290598290595,True,True,0.06035718105015506,True,True,0.06783753178215071,True,True,0.057581778945794075,True,True,True,True,missingindicator_x_vital_noninvasive_systolic_bp_last
x_vital_noninvasive_systolic_bp_min,numeric,0.05773537809235609,0.05980385872700468,True,True,0.043098290598290595,True,True,0.06035718105015506,True,True,0.06783753178215071,True,True,0.057581778945794075,True,True,True,True,missingindicator_x_vital_noninvasive_systolic_bp_min
x_vital_noninvasive_systolic_bp_max,numeric,0.05773537809235609,0.05980385872700468,True,True,0.043098290598290595,True,True,0.06035718105015506,True,True,0.06783753178215071,True,True,0.057581778945794075,True,True,True,True,missingindicator_x_vital_noninvasive_systolic_bp_max
x_vital_noninvasive_systolic_bp_mean,numeric,0.05773537809235609,0.05980385872700468,True,True,0.043098290598290595,True,True,0.06035718105015506,True,True,0.06783753178215071,True,True,0.057581778945794075,True,True,True,True,missingindicator_x_vital_noninvasive_systolic_bp_mean
x_vital_noninvasive_systolic_bp_sd,numeric,0.0673436939016259,0.06939726085934662,True,True,0.05273504273504274,True,True,0.06993904395251845,True,True,0.07864880456381002,True,True,0.06600004273230349,True,True,True,True,missingindicator_x_vital_noninvasive_systolic_bp_sd
x_vital_noninvasive_systolic_bp_n,numeric,0.05773537809235609,0.05980385872700468,True,True,0.043098290598290595,True,True,0.06035718105015506,True,True,0.06783753178215071,True,True,0.057581778945794075,True,True,True,True,missingindicator_x_vital_noninvasive_systolic_bp_n
x_vital_noninvasive_diastolic_bp_first,numeric,0.05771828144500863,0.05978249257526227,True,True,0.043076923076923075,True,True,0.06033579296331943,True,True,0.0678161656304083,True,True,0.057581778945794075,True,True,True,True,missingindicator_x_vital_noninvasive_diastolic_bp_first
x_vital_noninvasive_diastolic_bp_last,numeric,0.05771828144500863,0.05978249257526227,True,True,0.043076923076923075,True,True,0.06033579296331943,True,True,0.0678161656304083,True,True,0.057581778945794075,True,True,True,True,missingindicator_x_vital_noninvasive_diastolic_bp_last
x_vital_noninvasive_diastolic_bp_min,numeric,0.05771828144500863,0.05978249257526227,True,True,0.043076923076923075,True,True,0.06033579296331943,True,True,0.0678161656304083,True,True,0.057581778945794075,True,True,True,True,missingindicator_x_vital_noninvasive_diastolic_bp_min
x_vital_noninvasive_diastolic_bp_max,numeric,0.05771828144500863,0.05978249257526227,True,True,0.043076923076923075,True,True,0.06033579296331943,True,True,0.0678161656304083,True,True,0.057581778945794075,True,True,True,True,missingindicator_x_vital_noninvasive_diastolic_bp_max
x_vital_noninvasive_diastolic_bp_mean,numeric,0.05771828144500863,0.05978249257526227,True,True,0.043076923076923075,True,True,0.06033579296331943,True,True,0.0678161656304083,True,True,0.057581778945794075,True,True,True,True,missingindicator_x_vital_noninvasive_diastolic_bp_mean
x_vital_noninvasive_diastolic_bp_sd,numeric,0.06732659725427843,0.06937589470760422,True,True,0.05271367521367521,True,True,0.06991765586568281,True,True,0.0786274384120676,True,True,0.06600004273230349,True,True,True,True,missingindicator_x_vital_noninvasive_diastolic_bp_sd
x_vital_noninvasive_diastolic_bp_n,numeric,0.05771828144500863,0.05978249257526227,True,True,0.043076923076923075,True,True,0.06033579296331943,True,True,0.0678161656304083,True,True,0.057581778945794075,True,True,True,True,missingindicator_x_vital_noninvasive_diastolic_bp_n
x_vital_noninvasive_mean_bp_first,numeric,0.057496025029491714,0.059568831057838174,True,True,0.04282051282051282,True,True,0.06016468826863437,True,True,0.06753840565775698,True,True,0.05738948358011239,True,True,True,True,missingindicator_x_vital_noninvasive_mean_bp_first
x_vital_noninvasive_mean_bp_last,numeric,0.057496025029491714,0.059568831057838174,True,True,0.04282051282051282,True,True,0.06016468826863437,True,True,0.06753840565775698,True,True,0.05738948358011239,True,True,True,True,missingindicator_x_vital_noninvasive_mean_bp_last
x_vital_noninvasive_mean_bp_min,numeric,0.057496025029491714,0.059568831057838174,True,True,0.04282051282051282,True,True,0.06016468826863437,True,True,0.06753840565775698,True,True,0.05738948358011239,True,True,True,True,missingindicator_x_vital_noninvasive_mean_bp_min
x_vital_noninvasive_mean_bp_max,numeric,0.057496025029491714,0.059568831057838174,True,True,0.04282051282051282,True,True,0.06016468826863437,True,True,0.06753840565775698,True,True,0.05738948358011239,True,True,True,True,missingindicator_x_vital_noninvasive_mean_bp_max
x_vital_noninvasive_mean_bp_mean,numeric,0.057496025029491714,0.059568831057838174,True,True,0.04282051282051282,True,True,0.06016468826863437,True,True,0.06753840565775698,True,True,0.05738948358011239,True,True,True,True,missingindicator_x_vital_noninvasive_mean_bp_mean
x_vital_noninvasive_mean_bp_sd,numeric,0.06720692072284624,0.06924769779714976,True,True,0.052585470085470085,True,True,0.06983210351834028,True,True,0.07847787534987073,True,True,0.06589321197359144,True,True,True,True,missingindicator_x_vital_noninvasive_mean_bp_sd
x_vital_noninvasive_mean_bp_n,numeric,0.057496025029491714,0.059568831057838174,True,True,0.04282051282051282,True,True,0.06016468826863437,True,True,0.06753840565775698,True,True,0.05738948358011239,True,True,True,True,missingindicator_x_vital_noninvasive_mean_bp_n
