analysis,n,events,non_events,event_prevalence,mean_predicted_risk,brier,oe_ratio,mean_age,stage1_prevalence,auroc,auprc,calibration_intercept,calibration_slope,calibration_in_the_large,calibration_unstable
all_hospitals,58491,3032,55459,0.05183703475748406,0.052096833360869337,0.037799630507975676,0.995013159406721,63.46885845685661,0.05041801302764528,0.8758038099504537,0.3988324062812816,0.0023187427384053763,1.0045845901334172,-0.006887298602416531,False
exclude_10_highest_AUROC_Tier_B_hospitals,51972,2696,49276,0.05187408604633264,0.051620796461247766,0.03807042013651012,1.004906735316938,63.28805895482183,0.049949973062418225,0.8703490187770551,0.3933181714635114,-0.002127220236725321,0.9956570999071762,0.0067131080921446285,False
