outer_fold,source_predictor,indicator_feature,n_test,mean_abs_indicator_shap,mean_abs_value_shap,sum_abs_indicator_shap,sum_abs_value_shap,source_missingness_test,fold_indicator_rank
1,x_bmi,missingindicator_x_bmi,11688,0.0,0.08562821,0.0,1000.8225,0.012577002053388091,20
1,x_lab_creatinine_first,missingindicator_x_lab_creatinine_first,11688,0.027389366,0.010561111,320.12692,123.43827,0.2512833675564682,1
1,x_lab_creatinine_last,missingindicator_x_lab_creatinine_last,11688,0.0043567754,0.31940356,50.921993,3733.189,0.2512833675564682,5
1,x_lab_creatinine_min,missingindicator_x_lab_creatinine_min,11688,0.0,0.028614512,0.0,334.4464,0.2512833675564682,20
1,x_lab_creatinine_max,missingindicator_x_lab_creatinine_max,11688,0.0,0.024127383,0.0,282.00085,0.2512833675564682,20
1,x_lab_creatinine_mean,missingindicator_x_lab_creatinine_mean,11688,0.0,0.008584352,0.0,100.33391,0.2512833675564682,20
1,x_lab_creatinine_n,missingindicator_x_lab_creatinine_n,11688,0.0,0.0021871293,0.0,25.563168,0.2512833675564682,20
1,x_lab_bun_first,missingindicator_x_lab_bun_first,11688,0.0,0.05542217,0.0,647.7743,0.25770020533880905,20
1,x_lab_bun_last,missingindicator_x_lab_bun_last,11688,0.0,0.026265588,0.0,306.9922,0.25770020533880905,20
1,x_lab_bun_min,missingindicator_x_lab_bun_min,11688,0.0,0.07909672,0.0,924.4824,0.25770020533880905,20
1,x_lab_bun_max,missingindicator_x_lab_bun_max,11688,0.0,0.008345389,0.0,97.54091,0.25770020533880905,20
1,x_lab_bun_mean,missingindicator_x_lab_bun_mean,11688,0.0,0.008782727,0.0,102.65251,0.25770020533880905,20
1,x_lab_bun_n,missingindicator_x_lab_bun_n,11688,0.0,0.0,0.0,0.0,0.25770020533880905,20
1,x_lab_bicarbonate_first,missingindicator_x_lab_bicarbonate_first,11688,0.0,0.004174585,0.0,48.79255,0.2890999315537303,20
1,x_lab_bicarbonate_last,missingindicator_x_lab_bicarbonate_last,11688,0.0,0.0155494595,0.0,181.74208,0.2890999315537303,20
1,x_lab_bicarbonate_min,missingindicator_x_lab_bicarbonate_min,11688,0.0,0.008950704,0.0,104.61582,0.2890999315537303,20
1,x_lab_bicarbonate_max,missingindicator_x_lab_bicarbonate_max,11688,0.0,0.0039457846,0.0,46.118332,0.2890999315537303,20
1,x_lab_bicarbonate_mean,missingindicator_x_lab_bicarbonate_mean,11688,0.0,0.0035339757,0.0,41.305107,0.2890999315537303,20
1,x_lab_bicarbonate_n,missingindicator_x_lab_bicarbonate_n,11688,0.0,0.0,0.0,0.0,0.2890999315537303,20
1,x_lab_potassium_first,missingindicator_x_lab_potassium_first,11688,0.0,0.0014181085,0.0,16.574852,0.2209958932238193,20
1,x_lab_potassium_last,missingindicator_x_lab_potassium_last,11688,0.0,0.0033197396,0.0,38.801117,0.2209958932238193,20
1,x_lab_potassium_min,missingindicator_x_lab_potassium_min,11688,0.0,0.0018287449,0.0,21.37437,0.2209958932238193,20
1,x_lab_potassium_max,missingindicator_x_lab_potassium_max,11688,0.0,0.00043212544,0.0,5.050682,0.2209958932238193,20
1,x_lab_potassium_mean,missingindicator_x_lab_potassium_mean,11688,0.0,0.0023890221,0.0,27.92289,0.2209958932238193,20
1,x_lab_potassium_n,missingindicator_x_lab_potassium_n,11688,0.0,0.0030335526,0.0,35.45616,0.2209958932238193,20
1,x_lab_potassium_delta,missingindicator_x_lab_potassium_delta,11688,0.0,0.029637005,0.0,346.3973,0.6620465434633812,20
1,x_lab_sodium_first,missingindicator_x_lab_sodium_first,11688,0.0,0.0013455972,0.0,15.72734,0.25111225188227243,20
1,x_lab_sodium_last,missingindicator_x_lab_sodium_last,11688,0.0,0.0016633043,0.0,19.4407,0.25111225188227243,20
1,x_lab_sodium_min,missingindicator_x_lab_sodium_min,11688,0.0,0.005217376,0.0,60.980694,0.25111225188227243,20
1,x_lab_sodium_max,missingindicator_x_lab_sodium_max,11688,0.0,0.003210028,0.0,37.518806,0.25111225188227243,20
1,x_lab_sodium_mean,missingindicator_x_lab_sodium_mean,11688,0.0,0.003987272,0.0,46.603233,0.25111225188227243,20
1,x_lab_sodium_n,missingindicator_x_lab_sodium_n,11688,0.0,0.0008546996,0.0,9.989729,0.25111225188227243,20
1,x_lab_sodium_delta,missingindicator_x_lab_sodium_delta,11688,0.0,0.0015232604,0.0,17.803867,0.7098733744010951,20
1,x_lab_chloride_first,missingindicator_x_lab_chloride_first,11688,0.0,0.003690012,0.0,43.12886,0.2574435318275154,20
1,x_lab_chloride_last,missingindicator_x_lab_chloride_last,11688,0.0,0.010401331,0.0,121.570755,0.2574435318275154,20
1,x_lab_chloride_min,missingindicator_x_lab_chloride_min,11688,0.0,0.0056822877,0.0,66.41458,0.2574435318275154,20
1,x_lab_chloride_max,missingindicator_x_lab_chloride_max,11688,0.0,0.0021447353,0.0,25.067665,0.2574435318275154,20
1,x_lab_chloride_mean,missingindicator_x_lab_chloride_mean,11688,0.0,0.003675688,0.0,42.96144,0.2574435318275154,20
1,x_lab_chloride_n,missingindicator_x_lab_chloride_n,11688,0.0,0.0,0.0,0.0,0.2574435318275154,20
1,x_lab_glucose_serum_first,missingindicator_x_lab_glucose_serum_first,11688,0.0,0.024838775,0.0,290.3156,0.2542778918548939,20
1,x_lab_glucose_serum_last,missingindicator_x_lab_glucose_serum_last,11688,0.0,0.0041226274,0.0,48.18527,0.2542778918548939,20
1,x_lab_glucose_serum_min,missingindicator_x_lab_glucose_serum_min,11688,0.0,0.018548083,0.0,216.79,0.2542778918548939,20
1,x_lab_glucose_serum_max,missingindicator_x_lab_glucose_serum_max,11688,0.0,0.020573346,0.0,240.46126,0.2542778918548939,20
1,x_lab_glucose_serum_mean,missingindicator_x_lab_glucose_serum_mean,11688,0.0,0.0059472937,0.0,69.51197,0.2542778918548939,20
1,x_lab_glucose_serum_n,missingindicator_x_lab_glucose_serum_n,11688,0.0,0.0,0.0,0.0,0.2542778918548939,20
1,x_lab_calcium_first,missingindicator_x_lab_calcium_first,11688,0.0017616663,0.0023219162,20.590355,27.138557,0.26805270362765227,7
1,x_lab_calcium_last,missingindicator_x_lab_calcium_last,11688,0.0,0.028443249,0.0,332.4447,0.26805270362765227,20
1,x_lab_calcium_min,missingindicator_x_lab_calcium_min,11688,0.0,0.006976795,0.0,81.54478,0.26805270362765227,20
1,x_lab_calcium_max,missingindicator_x_lab_calcium_max,11688,0.0,0.0019635982,0.0,22.950535,0.26805270362765227,20
1,x_lab_calcium_mean,missingindicator_x_lab_calcium_mean,11688,0.0,0.0035973496,0.0,42.045822,0.26805270362765227,20
1,x_lab_calcium_n,missingindicator_x_lab_calcium_n,11688,0.0,0.02225712,0.0,260.1412,0.26805270362765227,20
