adult_stays_reaching_12h,remained_in_icu_72h,live_icu_discharge_before_72h,icu_death_before_72h,any_future_creatinine,no_future_creatinine,no_future_creat_but_icu_72h,no_future_creat_live_discharge,no_future_creat_early_death
172392,49394,118565,4427,146347,26045,1239,23321,1485
