adult_stays_at_12h,baseline_first_available,baseline_min_available,future_creat_available,existing_stage23_first_definition,existing_stage23_min_definition,incident_stage23_first_definition,incident_stage23_min_definition,incidence_first_definition,incidence_min_definition
172392,105609,134430,146347,1444,3418,3535,4898,0.04850172877449097,0.052974259139087175
