model,probability_type,patients,hospitals,events,nonevents,auroc,auprc,brier,log_loss,mean_predicted_risk,observed_event_rate,calibration_intercept,calibration_slope
elastic_net_logistic,raw,58491,198,3032,55459,0.8479862420411741,0.31469331283864077,0.04179738939602348,0.15859426938143661,0.05147374375813642,0.05183703475748406,-0.08783265382761363,0.9598897949736817
elastic_net_logistic,platt_calibrated,58491,198,3032,55459,0.8479247261555887,0.3146465392887172,0.041758759298772735,0.1585461756993286,0.051780267183314514,0.05183703475748406,0.025027523838552765,1.0097108036974831
