metric,probability_type,point_estimate,bootstrap_replicates,bootstrap_mean,bootstrap_standard_error,ci_95_lower,ci_95_upper,bootstrap_unit,bootstrap_seed
auroc,raw,0.8758889681797307,2000,0.8757514715950524,0.0037665144599545123,0.8682285682737928,0.8831907235011511,hospital,20260723
auroc,platt_calibrated,0.8758038099504537,2000,0.8756666010519785,0.003779910570794798,0.868107585101591,0.8831962571328927,hospital,20260723
auprc,raw,0.39940450890941825,2000,0.3998713494383629,0.012282873498315658,0.37564071427533224,0.42325259524069214,hospital,20260723
auprc,platt_calibrated,0.3988324062812816,2000,0.3993298449960187,0.012360929782340836,0.37483492591038015,0.4228284482059427,hospital,20260723
brier,raw,0.03785495607693847,2000,0.03787226019949743,0.000915074654324118,0.03609333882424374,0.03966360658141478,hospital,20260723
brier,platt_calibrated,0.037799630507975676,2000,0.037816100219004646,0.0009080583377071956,0.0360580748636876,0.03957744434921101,hospital,20260723
log_loss,raw,0.14225103104205378,2000,0.14232873233413335,0.003053356557411753,0.13642258291936524,0.14827779741131555,hospital,20260723
log_loss,platt_calibrated,0.14201893213075392,2000,0.14209673765751546,0.0030720871235940003,0.13608972071805298,0.1480725501867562,hospital,20260723
