metric,probability_type,point_estimate,bootstrap_replicates,bootstrap_mean,bootstrap_standard_error,ci_95_lower,ci_95_upper,bootstrap_unit,bootstrap_seed
auroc,raw,0.8147686391349221,2000,0.8145244801434519,0.005189399327062774,0.8039656851022556,0.824091521103213,hospital,20260723
auroc,platt_calibrated,0.8147857665276604,2000,0.8145390360554211,0.005197807143625813,0.8038727036966856,0.8241998663461461,hospital,20260723
auprc,raw,0.26249283282934427,2000,0.2627493540941076,0.008557641496674023,0.24625508448323033,0.2789385459905441,hospital,20260723
auprc,platt_calibrated,0.262471248687717,2000,0.2627282866870742,0.008546393159221854,0.24619009960514943,0.2789257219735165,hospital,20260723
brier,raw,0.04376921139771424,2000,0.043793113166264885,0.0010129086083063375,0.04184911900814349,0.045823067854182005,hospital,20260723
brier,platt_calibrated,0.04377300047066697,2000,0.04379679230230419,0.0010126735709485926,0.04185768727391673,0.04582794460729841,hospital,20260723
log_loss,raw,0.16749867086545833,2000,0.16759572246093007,0.003279440929389394,0.16127711692878283,0.17418930728007279,hospital,20260723
log_loss,platt_calibrated,0.16749124019711692,2000,0.16758841638921068,0.003283544997240039,0.16126881631885287,0.1741918364533059,hospital,20260723
