outer_fold,selected_candidate,source_predictor,transformed_column_count,mean_absolute_grouped_shap,mean_signed_grouped_shap,fold_rank
2,XGB04,x_lab_potassium_mean,2,0.0014736356321445963,0.0001079092660524846,140
2,XGB04,x_lab_potassium_n,2,0.000743275645522037,-0.00018941671428564767,151
2,XGB04,x_lab_potassium_delta,2,0.03208926570204131,0.003321892717508772,23
2,XGB04,x_lab_sodium_first,2,0.0052674430894888765,-6.941184575634756e-05,95
2,XGB04,x_lab_sodium_last,2,0.0053905643148957705,-0.0005246358361004694,92
2,XGB04,x_lab_sodium_min,2,0.002663828634934402,0.0007613181150714574,126
2,XGB04,x_lab_sodium_max,2,0.0036405652052057527,-0.001013548315079367,115
2,XGB04,x_lab_sodium_mean,2,0.006917696157563002,0.0008473034443644186,80
2,XGB04,x_lab_sodium_n,2,0.001815310355343024,0.0002986849560693496,138
2,XGB04,x_lab_sodium_delta,2,0.0038277025505371112,-0.0004271241847285435,113
2,XGB04,x_lab_chloride_first,2,0.016261782041938844,-0.0024512632094209987,41
2,XGB04,x_lab_chloride_last,2,0.010304881939106206,-0.0038634850058038286,64
2,XGB04,x_lab_chloride_min,2,0.0013102484971315874,-3.827413662062373e-05,142
2,XGB04,x_lab_chloride_max,2,0.002875133932797319,-0.00021987570864726383,125
2,XGB04,x_lab_chloride_mean,2,0.009598329423363623,-0.0029092495500258222,69
2,XGB04,x_lab_chloride_n,2,0.003867269237642266,0.00018228644797660187,112
2,XGB04,x_lab_glucose_serum_first,2,0.03621028743622191,-0.004400971090190033,19
2,XGB04,x_lab_glucose_serum_last,2,0.00225480147304392,-0.0005420964211444579,132
2,XGB04,x_lab_glucose_serum_min,2,0.022958022519666506,-0.003433402635809596,30
2,XGB04,x_lab_glucose_serum_max,2,0.012371465288198226,-0.0015847482177295895,57
2,XGB04,x_lab_glucose_serum_mean,2,0.0025943584973080916,-0.00048262408448899676,128
2,XGB04,x_lab_glucose_serum_n,2,0.0009896601881573303,0.00016432903774361317,145
2,XGB04,x_lab_calcium_first,2,0.005231428472305041,-0.00038546034902990704,96
2,XGB04,x_lab_calcium_last,2,0.022024397146837186,-0.006541241771934579,31
2,XGB04,x_lab_calcium_min,2,0.005652116810428798,-0.001276319596508212,90
2,XGB04,x_lab_calcium_max,2,0.0032791907766940706,-0.0009153218240564553,118
2,XGB04,x_lab_calcium_mean,2,0.004474902900399125,-0.0007536179364960924,104
2,XGB04,x_lab_calcium_n,2,0.01688793497252883,0.0025080744173797092,40
2,XGB04,x_lab_magnesium_first,2,0.018344643592178352,-0.0008931528189188844,37
2,XGB04,x_lab_magnesium_last,2,0.002197108997216104,-0.0004987598538445982,134
2,XGB04,x_lab_magnesium_min,2,0.024328677501996788,-0.00025793444730212224,29
2,XGB04,x_lab_magnesium_max,2,0.003075567313380865,-0.0002799835401274636,121
2,XGB04,x_lab_magnesium_mean,2,0.014632681251415815,-0.0020392461025915943,47
2,XGB04,x_lab_magnesium_n,2,0.001418888553192327,-0.0003806323853796594,141
2,XGB04,x_lab_phosphate_first,2,0.001200874604667497,-0.0008099432357685063,144
2,XGB04,x_lab_phosphate_last,2,0.0008523646941378722,-0.0005358013797788148,146
2,XGB04,x_lab_phosphate_min,2,0.0007455758328148732,-0.00035880820047518914,150
2,XGB04,x_lab_phosphate_max,2,0.0190414675375343,-0.01031934740545151,36
2,XGB04,x_lab_phosphate_mean,2,0.0018486727850820896,-0.0011686989839887923,137
2,XGB04,x_lab_phosphate_n,2,0.0,0.0,158
2,XGB04,x_lab_hgb_first,2,0.00040449270480279843,-0.00025754174882299696,155
2,XGB04,x_lab_hgb_last,2,0.009769879935882794,-0.0019476936323535843,67
2,XGB04,x_lab_hgb_min,2,0.0020885336946544794,-0.0002536376903781443,135
2,XGB04,x_lab_hgb_max,2,0.003476110973716433,-6.928857377582418e-05,117
2,XGB04,x_lab_hgb_mean,2,0.004865987434477682,0.00011270702267877396,100
2,XGB04,x_lab_hgb_n,2,0.0016827618763923283,-0.000951954236940589,139
2,XGB04,x_lab_hct_first,2,0.003583609822162537,-0.00018868551706119498,116
2,XGB04,x_lab_hct_last,2,0.015194558545025626,-0.0038804633071763527,44
2,XGB04,x_lab_hct_min,2,0.0020283116538090972,-2.3767375744358935e-06,136
2,XGB04,x_lab_hct_max,2,0.011869507855029209,0.0003909715587381276,60
2,XGB04,x_lab_hct_mean,2,0.006373426269542017,-0.0009258747877148803,86
2,XGB04,x_lab_hct_n,2,0.013711382348025675,-0.004712618308851721,51
2,XGB04,x_lab_platelets_first,2,0.0038976300705511197,-0.00018423514146092383,111
2,XGB04,x_lab_platelets_last,2,0.0198422745473435,-0.0018801929020843566,34
2,XGB04,x_lab_platelets_min,2,0.025598827735719257,-0.0026281817052084783,26
2,XGB04,x_lab_platelets_max,2,0.007392468185314766,-0.0011864579176318686,76
2,XGB04,x_lab_platelets_mean,2,0.0031975694757828835,-0.0005104018262547786,119
2,XGB04,x_lab_platelets_n,2,0.0008140671786586868,-0.00033281456960898353,148
2,XGB04,x_lab_wbc_first,2,0.005844626880422333,-0.0015313027482734428,89
2,XGB04,x_lab_wbc_last,2,0.00586358724215052,-0.0018008469675852737,88
2,XGB04,x_lab_wbc_min,2,0.01728109216254542,-0.004523213193608182,39
2,XGB04,x_lab_wbc_max,2,0.024728390785915714,-0.004302723167323948,28
2,XGB04,x_lab_wbc_mean,2,0.011805412146877147,-0.0020711394410311804,61
2,XGB04,x_lab_wbc_n,2,0.0001726278107652663,-0.00010073847459660913,157
2,XGB04,x_lab_albumin_first,2,0.0006577602924679371,-0.0002246406196037441,153
2,XGB04,x_lab_albumin_last,2,0.00264406323933331,-0.0008225375141949716,127
2,XGB04,x_lab_albumin_min,2,0.000415203441186847,7.603557752015567e-05,154
2,XGB04,x_lab_albumin_max,2,0.0012626361185845791,-5.0558793120598195e-05,143
2,XGB04,x_lab_albumin_mean,2,0.000824822656115964,-7.031989389555601e-05,147
2,XGB04,x_lab_albumin_n,2,0.0,0.0,158
2,XGB04,x_lab_bilirubin_total_first,2,0.0038993149329903413,-0.0012544548141186704,110
2,XGB04,x_lab_bilirubin_total_last,2,0.009756762823460333,-0.0017426561774405143,68
2,XGB04,x_lab_bilirubin_total_min,2,0.004247646237157365,-0.001046949716387744,105
2,XGB04,x_lab_bilirubin_total_max,2,0.00372402779127518,-0.000919503674132469,114
2,XGB04,x_lab_bilirubin_total_mean,2,0.01455434587449924,-0.003587995255963205,48
