metric,probability_type,point_estimate,bootstrap_replicates,bootstrap_mean,bootstrap_standard_error,ci_95_lower,ci_95_upper,bootstrap_unit,bootstrap_seed
auroc,raw,0.867530556695928,2000,0.8673645264969234,0.004081733957618267,0.8591479565738483,0.8751951903989336,hospital,20260723
auroc,platt_calibrated,0.8675240536389976,2000,0.8673580454815107,0.004081432637599571,0.8591367347797196,0.8751817975112555,hospital,20260723
auprc,raw,0.38947467660352453,2000,0.3897402426523063,0.011583513998757929,0.3667685646598771,0.4120437436277318,hospital,20260723
auprc,platt_calibrated,0.38930972735751107,2000,0.389595374997856,0.011577201005238734,0.3665080243494622,0.4118485738361962,hospital,20260723
brier,raw,0.038211899890780124,2000,0.03823127517151553,0.0009111187257902075,0.036435227777569926,0.04000555331991633,hospital,20260723
brier,platt_calibrated,0.03818129631764701,2000,0.03820080543377418,0.0009152162045842654,0.03640070421970706,0.039981140497009834,hospital,20260723
log_loss,raw,0.14482273448184427,2000,0.1449138982066645,0.0031322887481462533,0.13883867228655633,0.1509100953219602,hospital,20260723
log_loss,platt_calibrated,0.14476414567619617,2000,0.1448579929430023,0.0031845196206818473,0.13865494576460444,0.15095274801803826,hospital,20260723
